rank,title,rating,show_type,episodes,run_time,member_count
464a,Kidou Senshi Gundam Unicorn,8.10,OVA,7,Mar 2010 - Jun 2014,95705
465a,Kuroko no Basket: Saikou no Present desu,8.10,Special,1,Dec 2015 - Dec 2015,102272
466a,Mirai Shounen Conan,8.10,TV,26,Apr 1978 - Oct 1978,47802
467a,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.10,Movie,1,Apr 2016 - Apr 2016,10753
468a,Tsubasa: Shunraiki,8.09,OVA,2,Mar 2009 - May 2009,61025
469a,Tsukimonogatari,8.09,TV,4,Dec 2014 - Dec 2014,406054
470a,Uchouten Kazoku 2,8.09,TV,12,Apr 2017 - Jun 2017,62551
471a,Violet Evergarden: Recollections,8.09,Special,1,Oct 2021 - Oct 2021,23100
472a,Zankyou no Terror,8.09,TV,11,Jul 2014 - Sep 2014,1121894
473a,Ansatsu Kyoushitsu,8.09,TV,22,Jan 2015 - Jun 2015,1922911
474a,Baccano! Specials,8.09,Special,3,Feb 2008 - May 2008,175563
475a,Gin no Saji,8.09,TV,11,Jul 2013 - Sep 2013,284793
476a,Hajime no Ippo: Boxer no Kobushi,8.09,Special,1,Mar 2003 - Mar 2003,52052
477a,Initial D Fifth Stage,8.09,TV,14,Nov 2012 - May 2013,138947
478a,Overlord IV,8.09,TV,13,Jul 2022 - Sep 2022,465578
479a,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,OVA,13,Feb 2011 - Jul 2011,73278
480a,Shokugeki no Souma: Ni no Sara,8.09,TV,13,Jul 2016 - Sep 2016,1099626
481a,Stand By Me Doraemon,8.09,Movie,1,Aug 2014 - Aug 2014,51347
482a,Kidou Senshi Gundam 00 Second Season,8.08,TV,25,Oct 2008 - Mar 2009,147262
483a,Kimi wa Houkago Insomnia,8.08,TV,13,Apr 2023 - Jul 2023,151246
484a,Kuroko no Basket Movie 4: Last Game,8.08,Movie,1,Mar 2017 - Mar 2017,288451
485a,No Game No Life,8.08,TV,12,Apr 2014 - Jun 2014,2313162
486a,One Piece Film: Strong World,8.08,Movie,1,Dec 2009 - Dec 2009,240891
487a,Sakura-sou no Pet na Kanojo,8.08,TV,24,Oct 2012 - Mar 2013,1209680
488a,Serial Experiments Lain,8.08,TV,13,Jul 1998 - Sep 1998,724468
489a,Skip Beat!,8.08,TV,25,Oct 2008 - Mar 2009,262058
490a,Toradora!,8.08,TV,25,Oct 2008 - Mar 2009,2128186
491a,Tsurune: Tsunagari no Issha,8.08,TV,13,Jan 2023 - Mar 2023,45589
492a,Yuusha-Ou GaoGaiGar Final,8.08,OVA,8,Jan 2000 - Mar 2003,9827
493a,Fumetsu no Anata e Season 2,8.08,TV,20,Oct 2022 - Mar 2023,246607
494a,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.08,Movie,1,Dec 1993 - Dec 1993,33296
495a,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,Special,1,Sep 2005 - Sep 2005,54933
496a,Hikaru no Go,8.08,TV,75,Oct 2001 - Mar 2003,133942
497a,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.08,TV,10,Apr 2022 - Jun 2022,137603
498a,Hyouka,8.08,TV,22,Apr 2012 - Sep 2012,1320779
499a,Kanata no Astra,8.08,TV,12,Jul 2019 - Sep 2019,289605
500a,5-toubun no Hanayome ∬,8.07,TV,12,Jan 2021 - Mar 2021,669428
501a,Gintama: Dai Hanseikai,8.07,Special,1,Mar 2010 - Mar 2010,37029
502a,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.07,OVA,2,Nov 2013 - Nov 2013,13476
503a,"Komi-san wa, Comyushou desu. 2nd Season",8.07,TV,12,Apr 2022 - Jun 2022,436270
504a,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.07,Special,1,Sep 2005 - Sep 2005,39585
505a,Kuroshitsuji: Book of Circus,8.07,TV,10,Jul 2014 - Sep 2014,388979
506a,Luo Xiao Hei Zhan Ji (Movie),8.07,Movie,1,Sep 2019 - Sep 2019,23926
507a,Tonikaku Kawaii: SNS,8.07,OVA,1,Aug 2021 - Aug 2021,141190
508a,Watashi no Shiawase na Kekkon,8.07,TV,12,Jul 2023 -,80440
509a,Tsuki ga Kirei,8.06,TV,12,Apr 2017 - Jun 2017,521195
510a,World Trigger 2nd Season,8.06,TV,12,Jan 2021 - Apr 2021,140166
511a,Yowamushi Pedal: Grande Road,8.06,TV,24,Oct 2014 - Mar 2015,135521
512a,Angel Beats!,8.06,TV,13,Apr 2010 - Jun 2010,2015524
513a,City Hunter 2,8.06,TV,63,Apr 1988 - Jul 1989,25602
514a,Darker than Black: Kuro no Keiyakusha,8.06,TV,25,Apr 2007 - Sep 2007,919613
515a,Detective Conan Movie 08: Magician of the Silver Sky,8.06,Movie,1,Apr 2004 - Apr 2004,54571
516a,Detective Conan Movie 18: The Sniper from Another Dimension,8.06,Movie,1,Apr 2014 - Apr 2014,41403
517a,Detective Conan Movie 25: Halloween no Hanayome,8.06,Movie,1,Apr 2022 - Apr 2022,12480
518a,Durarara!!x2 Ketsu,8.06,TV,12,Jan 2016 - Mar 2016,367967
519a,Girls & Panzer: Saishuushou Part 2,8.06,Movie,1,Jun 2019 - Jun 2019,33337
520a,Kodomo no Omocha (TV),8.06,TV,102,Apr 1996 - Mar 1998,65120
521a,Koukyoushihen Eureka Seven,8.06,TV,50,Apr 2005 - Apr 2006,427530
522a,Kuroko no Basket,8.06,TV,25,Apr 2012 - Sep 2012,1159081
523a,Kuroshitsuji: Book of Murder,8.06,OVA,2,Jan 2015 - Feb 2015,236971
524a,Mahoutsukai no Yome,8.06,TV,24,Oct 2017 - Mar 2018,882336
525a,Romantic Killer,8.06,ONA,12,Oct 2022 - Oct 2022,160087
526a,Karakai Jouzu no Takagi-san 2,8.05,TV,12,Jul 2019 - Sep 2019,317593
527a,Kidou Senshi Gundam: Tekketsu no Orphans,8.05,TV,25,Oct 2015 - Mar 2016,230872
528a,Kyou kara Ore wa!!,8.05,OVA,10,Apr 1993 - Dec 1997,32455
529a,Mairimashita! Iruma-kun 2nd Season,8.05,TV,21,Apr 2021 - Sep 2021,293586
530a,Omoide no Marnie,8.05,Movie,1,Jul 2014 - Jul 2014,282639
531a,Shijou Saikyou no Deshi Kenichi,8.05,TV,50,Oct 2006 - Sep 2007,293852
532a,Uma Musume: Pretty Derby Season 2,8.05,TV,13,Jan 2021 - Mar 2021,45809
533a,Dorohedoro,8.05,TV,12,Jan 2020 - Mar 2020,510858
534a,Ginga Eiyuu Densetsu Gaiden (1999),8.05,OVA,28,Dec 1999 - Jul 2000,19536
535a,Glass no Kamen (2005),8.05,TV,51,Apr 2005 - Mar 2006,38291
536a,Gosick,8.05,TV,24,Jan 2011 - Jul 2011,529421
537a,Boku no Hero Academia 3rd Season,8.04,TV,25,Apr 2018 - Sep 2018,2093727
538a,Dennou Coil,8.04,TV,26,May 2007 - Dec 2007,143348
539a,Fate/stay night: Unlimited Blade Works Prologue,8.04,Special,1,Oct 2014 - Oct 2014,310034
540a,Golden Boy,8.04,OVA,6,Oct 1995 - Jun 1996,376423
541a,Haikyuu!! Movie 2: Shousha to Haisha,8.04,Movie,1,Sep 2015 - Sep 2015,87237
542a,Kamisama Hajimemashita OVA,8.04,OVA,2,Aug 2013 - Aug 2013,125254
543a,Kidou Senshi Gundam: Suisei no Majo Season 2,8.04,TV,12,Apr 2023 - Jul 2023,63766
544a,Kill la Kill,8.04,TV,24,Oct 2013 - Mar 2014,1664052
545a,Paprika,8.04,Movie,1,Nov 2006 - Nov 2006,512882
546a,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.04,OVA,13,Nov 2002 - Jul 2003,55373
547a,xxxHOLiC Shunmuki,8.04,OVA,2,Feb 2009 - Jun 2009,68595
548a,Summer Wars,8.03,Movie,1,Aug 2009 - Aug 2009,508113
549a,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.03,OVA,1,Oct 2016 - Oct 2016,238631
550a,Akatsuki no Yona,8.03,TV,24,Oct 2014 - Mar 2015,818564
551a,BanG Dream! 3rd Season,8.03,TV,13,Jan 2020 - Apr 2020,34326
552a,Black Lagoon,8.03,TV,12,Apr 2006 - Jun 2006,963580
553a,Detective Conan Movie 03: The Last Wizard of the Century,8.03,Movie,1,Apr 1999 - Apr 1999,63645
554a,Detective Conan Movie 10: Requiem of the Detectives,8.03,Movie,1,Apr 2006 - Apr 2006,54066
555a,FLCL,8.03,OVA,6,Apr 2000 - Mar 2001,789100
556a,Full Metal Panic? Fumoffu,8.03,TV,12,Aug 2003 - Nov 2003,289608
557a,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.03,Movie,4,Sep 2019 - Sep 2019,27568
558a,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.03,OVA,1,Jul 2017 - Jul 2017,353153
559a,Lovely★Complex,8.03,TV,24,Apr 2007 - Sep 2007,566700
560a,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.02,Movie,1,Feb 2008 - Feb 2008,222146
561a,Magi: The Labyrinth of Magic,8.02,TV,25,Oct 2012 - Mar 2013,1010290
562a,Persona 3 the Movie 4: Winter of Rebirth,8.02,Movie,1,Jan 2016 - Jan 2016,70001
563a,Saiunkoku Monogatari 2nd Season,8.02,TV,39,Apr 2007 - Mar 2008,40085
564a,SK∞,8.02,TV,12,Jan 2021 - Apr 2021,524142
565a,Slayers Next,8.02,TV,26,Apr 1996 - Sep 1996,68662
566a,Toaru Kagaku no Railgun S,8.02,TV,24,Apr 2013 - Sep 2013,376951
567a,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8.02,Movie,1,Jun 2021 - Jun 2021,7688
568a,Black Lagoon: Roberta's Blood Trail,8.02,OVA,5,Jun 2010 - Jun 2011,285920
569a,D.Gray-man,8.02,TV,103,Oct 2006 - Sep 2008,675083
570a,Detective Conan Movie 04: Captured in Her Eyes,8.02,Movie,1,Apr 2000 - Apr 2000,60056
571a,Doupo Cangqiong: San Nian Zhi Yue,8.02,ONA,13,Oct 2021 - Jan 2022,6185
572a,Ginga Nagareboshi Gin,8.02,TV,21,Apr 1986 - Aug 1986,26182
573a,Hanada Shounen-shi,8.02,TV,25,Oct 2002 - Mar 2003,15163
574a,Juuni Kokuki,8.02,TV,45,Apr 2002 - Aug 2003,144860
575a,Baby Steps 2nd Season,8.01,TV,25,Apr 2015 - Sep 2015,88966
576a,Eve no Jikan,8.01,ONA,6,Aug 2008 - Sep 2009,180514
577a,Kaichou wa Maid-sama!,8.01,TV,26,Apr 2010 - Sep 2010,1206027
578a,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.01,OVA,12,Jan 1996 - Jul 1999,80088
579a,Omae Umasou da na,8.01,Movie,1,Oct 2010 - Oct 2010,19090
580a,Pui Pui Molcar,8.01,TV,12,Jan 2021 - Mar 2021,15352
581a,Quanzhi Gaoshou: Dianfeng Rongyao,8.01,Movie,1,Aug 2019 - Aug 2019,47880
582a,Shokugeki no Souma: San no Sara,8.01,TV,12,Oct 2017 - Dec 2017,939783
583a,Tokyo Magnitude 8.0,8.01,TV,11,Jul 2009 - Sep 2009,290339
584a,Tsumiki no Ie,8.01,Movie,1,Jun 2008 - Jun 2008,94234
585a,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.01,TV,13,Apr 2013 - Jun 2013,1377063
586a,Zombieland Saga Revenge,8.01,TV,12,Apr 2021 - Jun 2021,203666
587a,Touch,8.00,TV,101,Mar 1985 - Mar 1987,34635
588a,Wolf's Rain OVA,8.00,OVA,4,Jan 2004 - Feb 2004,65645
589a,Yofukashi no Uta,8.00,TV,13,Jul 2022 - Sep 2022,517058
590a,Aria the OVA: Arietta,8.00,OVA,1,Sep 2007 - Sep 2007,36870
591a,Clannad,8.00,TV,23,Oct 2007 - Mar 2008,1375134
592a,Detective Conan Movie 15: Quarter of Silence,8.00,Movie,1,Apr 2011 - Apr 2011,46463
593a,ef: A Tale of Melodies.,8.00,TV,12,Oct 2008 - Dec 2008,162332
594a,Evangelion: 1.0 You Are (Not) Alone,8.00,Movie,1,Sep 2007 - Sep 2007,540488
595a,Fullmetal Alchemist: Brotherhood Specials,8.00,Special,4,Aug 2009 - Aug 2010,154529
596a,Hachimitsu to Clover,8.00,TV,24,Apr 2005 - Sep 2005,260926
597a,Haikyuu!! Movie 1: Owari to Hajimari,8.00,Movie,1,Jul 2015 - Jul 2015,95146
598a,Hibike! Euphonium,8.00,TV,13,Apr 2015 - Jul 2015,439191
599a,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.00,TV,14,Oct 2019 - Dec 2019,284060
600a,Kami nomi zo Shiru Sekai: Megami-hen,8.00,TV,12,Jul 2013 - Sep 2013,336476
601a,Kara no Kyoukai Movie: Mirai Fukuin,8.00,Movie,1,Sep 2013 - Sep 2013,111970
602a,Kimi ni Todoke,8.00,TV,25,Oct 2009 - Mar 2010,895579
603a,Shadows House 2nd Season,8.00,TV,12,Jul 2022 - Sep 2022,107667
604a,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.99,Special,1,Jan 2006 - Jan 2006,28928
605a,Naruto,7.99,TV,220,Oct 2002 - Feb 2007,2728327
606a,School Rumble Ni Gakki,7.99,TV,26,Apr 2006 - Sep 2006,157719
607a,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.99,Movie,1,Oct 2021 - Oct 2021,232522
608a,Tokyo Revengers,7.99,TV,24,Apr 2021 - Sep 2021,1162176
609a,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.99,Movie,1,Jul 2017 - Jul 2017,14283
610a,Azumanga Daiou The Animation,7.99,TV,26,Apr 2002 - Oct 2002,330017
611a,Hololive Alternative,7.99,ONA,2,May 2021 - Jun 2022,10483
612a,Kakushigoto,7.99,TV,12,Apr 2020 - Jun 2020,316895
613a,Boku no Hero Academia the Movie 2: Heroes:Rising,7.98,Movie,1,Dec 2019 - Dec 2019,541054
614a,Code Geass: Hangyaku no Lelouch III - Oudou,7.98,Movie,1,May 2018 - May 2018,89256
615a,Durarara!!x2 Shou,7.98,TV,12,Jan 2015 - Mar 2015,470056
616a,Eve no Jikan (Movie),7.98,Movie,1,Mar 2010 - Mar 2010,122467
617a,Kimi ni Todoke 2nd Season,7.98,TV,12,Jan 2011 - Mar 2011,453807
618a,Koukaku Kidoutai 2.0,7.98,Movie,1,Jul 2008 - Jul 2008,86916
619a,Maou-jou de Oyasumi,7.98,TV,12,Oct 2020 - Dec 2020,199081
620a,Tate no Yuusha no Nariagari,7.98,TV,25,Jan 2019 - Jun 2019,1504851
621a,xxxHOLiC,7.98,TV,24,Apr 2006 - Sep 2006,310235
622a,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,Special,1,May 2017 - May 2017,80622
623a,Akagami no Shirayuki-hime 2nd Season,7.97,TV,12,Jan 2016 - Mar 2016,345977
624a,Durarara!!x2 Ten,7.97,TV,12,Jul 2015 - Sep 2015,384369
625a,Haibane Renmei,7.97,TV,13,Oct 2002 - Dec 2002,273234
626a,High Score Girl II,7.97,TV,9,Oct 2019 - Dec 2019,130610
627a,High Score Girl: Extra Stage,7.97,OVA,3,Mar 2019 - Mar 2019,71428
628a,Hyouge Mono,7.97,TV,39,Apr 2011 - Jan 2012,27285
629a,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.97,OVA,6,Mar 1989 - Aug 1989,57184
630a,Nagi no Asu kara,7.97,TV,26,Oct 2013 - Apr 2014,586584
631a,Ookiku Furikabutte: Natsu no Taikai-hen,7.97,TV,13,Apr 2010 - Jun 2010,43615
632a,ReLIFE,7.97,TV,13,Jul 2016 - Sep 2016,993344
633a,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.97,OVA,2,Dec 2001 - Mar 2002,82150
634a,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.97,OVA,13,Jun 2009 - Apr 2010,104939
635a,Kidou Keisatsu Patlabor 2 the Movie,7.96,Movie,1,Aug 1993 - Aug 1993,35387
636a,Kobayashi-san Chi no Maid Dragon,7.96,TV,13,Jan 2017 - Apr 2017,1187386
637a,Love Live! Superstar!!,7.96,TV,12,Jul 2021 - Oct 2021,64856
638a,Mahou Shoujo Lyrical Nanoha A's,7.96,TV,13,Oct 2005 - Dec 2005,63759
639a,Major Movie: Yuujou no Winning Shot,7.96,Movie,1,Dec 2008 - Dec 2008,20094
640a,Sakasama no Patema,7.96,Movie,1,Nov 2013 - Nov 2013,280842
641a,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.96,TV,12,Apr 2018 - Jun 2018,693915
642a,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,7.96,OVA,7,Apr 2008 - Jan 2009,35294
643a,Working!!!,7.96,TV,13,Jul 2015 - Sep 2015,241340
644a,Youjo Senki,7.96,TV,12,Jan 2017 - Mar 2017,872212
645a,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.96,Special,1,Jun 2008 - Jun 2008,21151
646a,Bungou Stray Dogs Wan!,7.96,TV,12,Jan 2021 - Mar 2021,107180
647a,Dragon Ball,7.96,TV,153,Feb 1986 - Apr 1989,992964
648a,Hokuto no Ken,7.96,TV,109,Oct 1984 - Mar 1987,126787
649a,Aria the Benedizione,7.95,Movie,1,Dec 2021 - Dec 2021,6617
650a,Girls & Panzer: Saishuushou Part 1,7.95,Movie,1,Dec 2017 - Dec 2017,45597
651a,IDOLiSH7 Vibrato,7.95,ONA,8,Feb 2018 - Mar 2019,14779
652a,Kanon (2006),7.95,TV,24,Oct 2006 - Mar 2007,265487
653a,Kobato.,7.95,TV,24,Oct 2009 - Mar 2010,163078
654a,Kurenai no Buta,7.95,Movie,1,Jul 1992 - Jul 1992,235278
655a,Noragami,7.95,TV,12,Jan 2014 - Mar 2014,2085725
656a,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.95,TV,24,Jul 2023 -,59657
657a,Tekkon Kinkreet,7.95,Movie,1,Dec 2006 - Dec 2006,107988
658a,Takarajima,7.94,TV,26,Oct 1978 - Apr 1979,19424
659a,Wotaku ni Koi wa Muzukashii,7.94,TV,11,Apr 2018 - Jun 2018,931938
660a,Wotaku ni Koi wa Muzukashii OVA,7.94,OVA,3,Mar 2019 - Oct 2021,194920
661a,Bishoujo Senshi Sailor Moon: Sailor Stars,7.94,TV,34,Mar 1996 - Feb 1997,109283
662a,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,TV,21,Oct 2019 - Mar 2020,266687
663a,Full Moon wo Sagashite,7.94,TV,52,Apr 2002 - Mar 2003,106722
664a,Hikaru no Go: Hokuto Hai e no Michi,7.94,Special,1,Jan 2004 - Jan 2004,23454
665a,Kidou Senshi Gundam Thunderbolt,7.94,ONA,4,Dec 2015 - Apr 2016,53352
666a,Kindaichi Shounen no Jikenbo,7.94,TV,148,Apr 1997 - Sep 2000,29475
667a,Macross F Movie 2: Sayonara no Tsubasa,7.94,Movie,1,Feb 2011 - Feb 2011,26867
668a,Macross: Do You Remember Love?,7.94,Movie,1,Jul 1984 - Jul 1984,46073
669a,Mawaru Penguindrum,7.94,TV,24,Jul 2011 - Dec 2011,293133
670a,Non Non Biyori,7.94,TV,12,Oct 2013 - Dec 2013,413237
671a,Nurarihyon no Mago: Sennen Makyou,7.94,TV,24,Jul 2011 - Dec 2011,159269
672a,One Piece Film: Strong World Episode 0,7.94,OVA,1,Apr 2010 - Apr 2010,81818
673a,Osomatsu-san,7.94,TV,25,Oct 2015 - Mar 2016,168419
674a,Phantom: Requiem for the Phantom,7.94,TV,26,Apr 2009 - Sep 2009,326707
675a,Kidou Senshi Gundam Thunderbolt: December Sky,7.93,Movie,1,Jun 2016 - Jun 2016,22324
676a,Kimi to Boku. 2,7.93,TV,13,Apr 2012 - Jun 2012,86494
677a,Kingdom,7.93,TV,38,Jun 2012 - Feb 2013,205126
678a,Kokoro Connect: Michi Random,7.93,Special,4,Nov 2012 - Dec 2012,254336
679a,Nekomonogatari: Kuro,7.93,TV,4,Dec 2012 - Dec 2012,537907
680a,Promare,7.93,Movie,1,May 2019 - May 2019,266821
681a,Usagi Drop Specials,7.93,Special,4,Oct 2011 - Jan 2012,69290
682a,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.93,Movie,1,Aug 2005 - Aug 2005,64560
683a,Yowamushi Pedal,7.93,TV,38,Oct 2013 - Jul 2014,226536
684a,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.93,Special,1,Jul 2008 - Jul 2008,299584
685a,Doupo Cangqiong 4th Season,7.93,ONA,24,Mar 2021 - Aug 2021,6268
686a,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.93,Movie,1,Aug 2017 - Aug 2017,92525
687a,Full Metal Panic! The Second Raid,7.93,TV,13,Jul 2005 - Oct 2005,255692
688a,Gensou Mangekyou: The Memories of Phantasm,7.93,OVA,18,Aug 2011 - May 2023,2957
689a,Hanamonogatari,7.93,TV,5,Aug 2014 - Aug 2014,415634
690a,Hidamari Sketch x Honeycomb,7.93,TV,12,Oct 2012 - Dec 2012,22998
691a,Bleach,7.92,TV,366,Oct 2004 - Mar 2012,1865627
692a,Bungou Stray Dogs: Dead Apple,7.92,Movie,1,Mar 2018 - Mar 2018,258698
693a,Darker than Black: Kuro no Keiyakusha Gaiden,7.92,Special,4,Jan 2010 - Jul 2010,252247
694a,Doupo Cangqiong: Nian Fan,7.92,ONA,104,Jul 2022 -,5098
695a,Eyeshield 21,7.92,TV,145,Apr 2005 - Mar 2008,178109
696a,Gake no Ue no Ponyo,7.92,Movie,1,Jul 2008 - Jul 2008,545901
697a,Gochuumon wa Usagi desu ka? Bloom,7.92,TV,12,Oct 2020 - Dec 2020,60195
698a,"Komi-san wa, Comyushou desu.",7.92,TV,12,Oct 2021 - Dec 2021,817827
699a,Kono Oto Tomare!,7.92,TV,13,Apr 2019 - Jun 2019,285333
700a,Kuuchuu Buranko,7.92,TV,11,Oct 2009 - Dec 2009,90786
701a,Log Horizon,7.92,TV,25,Oct 2013 - Mar 2014,1084628
702a,Love Live! The School Idol Movie,7.92,Movie,1,Jun 2015 - Jun 2015,127505
703a,Overlord III,7.92,TV,13,Jul 2018 - Oct 2018,858308
704a,Tamako Love Story,7.92,Movie,1,Apr 2014 - Apr 2014,371171
705a,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92,TV,26,Oct 2005 - Mar 2006,99967
706a,Trigun: Badlands Rumble,7.92,Movie,1,Apr 2010 - Apr 2010,138019
707a,Vampire Hunter D (2000),7.91,Movie,1,Aug 2000 - Aug 2000,179797
708a,Yakitate!! Japan,7.91,TV,69,Oct 2004 - Mar 2006,95614
709a,Yuru Yuri San☆Hai!,7.91,TV,12,Oct 2015 - Dec 2015,121398
710a,Zetsuen no Tempest,7.91,TV,24,Oct 2012 - Mar 2013,583049
711a,City Hunter,7.91,TV,51,Apr 1987 - Mar 1988,76788
712a,Code Geass: Fukkatsu no Lelouch,7.91,Movie,1,Feb 2019 - Feb 2019,302091
713a,Detective Conan OVA 09: The Stranger in 10 Years...,7.91,OVA,1,Jun 2009 - Jun 2009,20594
714a,Final Fantasy VII: Advent Children Complete,7.91,OVA,1,Apr 2009 - Apr 2009,129664
715a,Hanasaku Iroha,7.91,TV,26,Apr 2011 - Sep 2011,324073
716a,Kaleido Star,7.91,TV,51,Apr 2003 - Mar 2004,83278
717a,Kidou Senshi Gundam: Suisei no Majo,7.91,TV,12,Oct 2022 - Jan 2023,127726
718a,Overlord,7.91,TV,13,Jul 2015 - Sep 2015,1517301
719a,Plastic Memories,7.91,TV,13,Apr 2015 - Jun 2015,907872
720a,Quanzhi Gaoshou 2,7.91,ONA,12,Sep 2020 - Dec 2020,113451
721a,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.91,OVA,1,Feb 2013 - Feb 2013,21299
722a,Kidou Senshi Zeta Gundam,7.90,TV,50,Mar 1985 - Feb 1986,71061
723a,Lupin III (2015),7.90,TV,24,Oct 2015 - Mar 2016,68677
724a,Macross,7.90,TV,36,Oct 1982 - Jun 1983,105405
725a,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.90,Special,1,Mar 2022 - Mar 2022,137591
726a,One Piece Film: Gold,7.90,Movie,1,Jul 2016 - Jul 2016,201659
727a,Ore Monogatari!!,7.90,TV,24,Apr 2015 - Sep 2015,648765
728a,Sakigake!! Cromartie Koukou,7.90,TV,26,Oct 2003 - Mar 2004,134836
729a,Shirokuma Cafe,7.90,TV,50,Apr 2012 - Mar 2013,91842
730a,Ushio to Tora (TV) 2nd Season,7.90,TV,13,Apr 2016 - Jun 2016,128934
731a,Vanitas no Karte,7.90,TV,12,Jul 2021 - Sep 2021,488175
732a,Wu Liuqi: Anying Suming,7.90,ONA,10,Jan 2023 - Mar 2023,11561
733a,Yagate Kimi ni Naru,7.90,TV,13,Oct 2018 - Dec 2018,322673
734a,Yuri!!! on Ice,7.90,TV,12,Oct 2016 - Dec 2016,853063
735a,Zoku Sayonara Zetsubou Sensei,7.90,TV,13,Jan 2008 - Mar 2008,129443
736a,Boku no Hero Academia 4th Season,7.90,TV,25,Oct 2019 - Apr 2020,1640429
737a,Date A Live II: Kurumi Star Festival,7.90,OVA,1,Dec 2014 - Dec 2014,178739
738a,Drifters,7.90,TV,12,Oct 2016 - Dec 2016,545750
739a,Ergo Proxy,7.90,TV,23,Feb 2006 - Aug 2006,622541
740a,Gakuen Babysitters,7.90,TV,12,Jan 2018 - Mar 2018,320760
741a,Ginga Sengoku Gunyuuden Rai,7.90,TV,52,Apr 1994 - Mar 1995,15078
742a,Hidamari Sketch x ☆☆☆,7.90,TV,12,Jan 2010 - Mar 2010,27048
743a,Initial D Third Stage,7.90,Movie,1,Jan 2001 - Jan 2001,168929
744a,Jormungand: Perfect Order,7.90,TV,12,Oct 2012 - Dec 2012,185812
745a,Aria the Avvenire,7.89,Special,3,Sep 2015 - Sep 2015,26690
746a,Bishoujo Senshi Sailor Moon S,7.89,TV,38,Mar 1994 - Feb 1995,141930
747a,Boku no Hero Academia,7.89,TV,13,Apr 2016 - Jun 2016,2893580
748a,Death Billiards,7.89,Movie,1,Mar 2013 - Mar 2013,233284
749a,Densetsu Kyojin Ideon: Hatsudou-hen,7.89,Movie,1,Jul 1982 - Jul 1982,9528
750a,ef: A Tale of Memories.,7.89,TV,12,Oct 2007 - Dec 2007,250932
751a,Free! Eternal Summer: Kindan no All Hard!,7.89,Special,1,Mar 2015 - Mar 2015,91877
752a,Higurashi no Naku Koro ni,7.89,TV,26,Apr 2006 - Sep 2006,782551
753a,Ie Naki Ko Remy,7.89,TV,23,Sep 1996 - Mar 1997,19959
754a,JoJo no Kimyou na Bouken (TV),7.89,TV,26,Oct 2012 - Apr 2013,1579512
755a,Karigurashi no Arrietty,7.89,Movie,1,Jul 2010 - Jul 2010,331027
756a,Kotonoha no Niwa,7.89,Movie,1,May 2013 - May 2013,829575
757a,Macross F,7.89,TV,25,Apr 2008 - Sep 2008,143820
758a,"Natsu e no Tunnel, Sayonara no Deguchi",7.89,Movie,1,Sep 2022 - Sep 2022,79384
759a,Saiunkoku Monogatari,7.89,TV,39,Apr 2006 - Feb 2007,93335
760a,School Rumble,7.89,TV,26,Oct 2004 - Mar 2005,320867
761a,Tennis no Ouji-sama: Zenkoku Taikai-hen,7.89,OVA,13,Mar 2006 - Mar 2007,45271
